yr,mo,period,Treatment_Number,plot,stake,east,north,species,sex,reprod,vagiNAO,nipples,pregNAOnt,wgt,tag,note2,ltag,note3,note5
2007,6,349,1,9,14,681407.593,3535172.982,PB,M,,,,,25,65636A,*,,,
2007,4,347,1,9,14,681407.593,3535172.982,PP,M,,,,,21,1C2A60,*,,,
2007,3,346,1,9,14,681407.593,3535172.982,PB,F,,,,,28,4F676F,*,,,
2002,11,293,1,9,14,681407.593,3535172.982,OL,M,,,,,21,24766A,*,0,,
2003,7,302,1,9,14,681407.593,3535172.982,OT,F,,,,,21,680239,*,0,,
2004,7,314,1,9,14,681407.593,3535172.982,PP,F,,,,,16,300A67,*,0,,
1990,2,144,1,9,14,681407.593,3535172.982,DO,F,,,E,,49,1208,,0,,
1987,11,117,1,9,14,681407.593,3535172.982,OL,M,,,,,27,7027,,0,,
1989,2,131,1,9,14,681407.593,3535172.982,RM,M,,,,,10,8619,,0,,
1987,8,114,1,9,14,681407.593,3535172.982,DO,M,,,,,50,7085,,0,,
1989,10,139,1,9,14,681407.593,3535172.982,DO,F,,,E,,49,8969,,0,,
1990,1,142,1,9,14,681407.593,3535172.982,DO,M,,,,,52,1026,,0,,
1988,11,128,1,9,14,681407.593,3535172.982,OT,F,,,,,25,7472,,0,,
1988,12,129,1,9,14,681407.593,3535172.982,RM,M,,,,,11,7364,,0,,
1990,5,147,1,9,14,681407.593,3535172.982,DM,F,,,E,,45,7855,,0,,
1990,1,143,1,9,14,681407.593,3535172.982,DO,M,,,,,51,1026,,0,,
1992,2,168,1,9,14,681407.593,3535172.982,DM,F,,,,,36,1830,,0,,
1991,3,157,1,9,14,681407.593,3535172.982,RM,F,,,E,,10,1587,,0,,
1991,11,165,1,9,14,681407.593,3535172.982,DM,F,,,,,37,1831,,0,,
1993,6,184,1,9,14,681407.593,3535172.982,DM,F,,,,,21,0D89A0,*,0,,
1991,2,156,1,9,14,681407.593,3535172.982,RM,F,,,,,7,1587,,0,,
1991,2,156,1,9,14,681407.593,3535172.982,RM,M,,,,,10,1586,,0,,
1994,3,193,1,9,14,681407.593,3535172.982,OT,M,,,,,25,4CF5C1,,0,,
1990,9,151,1,9,14,681407.593,3535172.982,DM,M,,,,,30,1323,,0,,
1992,7,173,1,9,14,681407.593,3535172.982,DM,F,,,E,,,2187,,0,,
1993,10,188,1,9,14,681407.593,3535172.982,OT,F,,,,,16,1EA3A8,*,0,,
1992,1,167,1,9,14,681407.593,3535172.982,DM,F,,,,,38,1831,,1861,,
2008,10,366,1,9,14,681407.593,3535172.982,PP,M,,,,,16,59625F,,,,
2008,2,357,1,9,14,681407.593,3535172.982,SF,F,,,,,42,2D5A65,*,,,
2008,4,359,1,9,14,681407.593,3535172.982,DO,F,,,,,42,231342,*,,,
2007,11,354,1,9,14,681407.593,3535172.982,OT,F,,,,,17,4C3B7F,,,,
2008,5,360,1,9,14,681407.593,3535172.982,DO,F,,,,,29,1F2A07,*,,,
2008,11,367,1,9,14,681407.593,3535172.982,DO,F,,,,,50,161975,,,,
2008,2,357,1,9,14,681407.593,3535172.982,DO,F,,,,,50,161975,,,,
2001,9,280,1,9,14,681407.593,3535172.982,PP,M,,,,,19,377404,*,0,,
2001,8,279,1,9,14,681407.593,3535172.982,DM,F,,,E,,49,596,,0,,
2002,5,288,1,9,14,681407.593,3535172.982,PP,M,,,,,,,,0,,E
2000,6,265,1,9,14,681407.593,3535172.982,PB,M,,,,,36,7211PB,,0,,
2002,9,291,1,9,14,681407.593,3535172.982,PP,F,,,E,,18,6F743A,,0,,
2002,7,290,1,9,14,681407.593,3535172.982,PE,F,,,,,21,0C5F28,,0,,
2001,7,278,1,9,14,681407.593,3535172.982,PP,F,,,,,11,66664,*,0,,
1997,6,232,1,9,14,681407.593,3535172.982,OT,F,J,,,,16,2894,*,0,,
1996,11,226,1,9,14,681407.593,3535172.982,DM,M,,,,,49,194F73,,0,,
1997,4,230,1,9,14,681407.593,3535172.982,DO,M,,,,,41,2643,,0,,
1995,12,214,1,9,14,681407.593,3535172.982,PE,F,,,E,P,30,4E1838,*,0,,
1999,12,260,1,9,14,681407.593,3535172.982,PP,F,,,E,,15,5113PP,*,0,,
1998,6,244,1,9,14,681407.593,3535172.982,DM,F,,,B,,43,7000DM,,0,,
1998,5,243,1,9,14,681407.593,3535172.982,DM,M,,,,,49,8100DM,,0,,
2000,4,264,1,9,14,681407.593,3535172.982,PB,M,,,,,39,7221PB,*,0,,
1999,1,251,1,9,14,681407.593,3535172.982,DM,M,,,,,52,7110DM,,0,,
1998,5,243,1,9,14,681407.593,3535172.982,DM,M,,,,,50,7103DM,,0,,
2000,2,262,1,9,14,681407.593,3535172.982,PB,M,,,,,41,7120PB,*,0,,
1999,6,256,1,9,14,681407.593,3535172.982,DM,F,,,E,,46,474,,0,,
1978,12,18,1,9,14,681407.593,3535172.982,OL,F,,,,,29,1646,,0,,
1980,12,41,1,9,14,681407.593,3535172.982,DO,M,,,,,51,1786,,0,,
1982,9,62,1,9,14,681407.593,3535172.982,DM,F,,,,,34,2980,,0,,
1987,3,108,1,9,14,681407.593,3535172.982,DO,F,,,E,,57,6464,,0,,
1987,5,111,1,9,14,681407.593,3535172.982,DO,M,,,,,52,7628,,0,,
1985,10,94,1,9,14,681407.593,3535172.982,DM,M,,,,,36,6330,,0,,
1986,8,102,1,9,14,681407.593,3535172.982,DO,F,,,E,,63,6464,,0,,
2010,1,381,1,9,15,681414.029,3535172.89,DM,M,,,,,39,000884,,000878,,
2009,12,380,1,9,15,681414.029,3535172.89,DM,M,,,,,39,000884,*,000893,*,
2011,1,389,1,9,15,681414.029,3535172.89,DM,F,,,,,39,000023,,000172,,
2012,10,410,1,9,15,681414.029,3535172.89,PP,F,,,,,14,0117FB,*,,,
2005,1,320,1,9,15,681414.029,3535172.89,PB,M,,,,,36,1B0971,,0,,
2006,5,336,1,9,15,681414.029,3535172.89,DM,F,,,B,,42,76656,,0,,
2004,10,317,1,9,15,681414.029,3535172.89,PB,M,,,,,34,1B0971,*,0,,
2007,4,347,1,9,15,681414.029,3535172.89,PB,M,,,,,19,0C216F,*,,,
2007,9,352,1,9,15,681414.029,3535172.89,PP,F,,,E,,20,4B7C55,,,,
2007,7,350,1,9,15,681414.029,3535172.89,PP,F,,,E,P,21,4B7C55,,,,
2007,2,345,1,9,15,681414.029,3535172.89,PB,F,,,,,26,006T,*,,,
2007,10,353,1,9,15,681414.029,3535172.89,OT,F,,,,,19,4C3B7F,*,,,
2003,6,301,1,9,15,681414.029,3535172.89,PB,F,,,,,34,3B1506,,0,,
2003,5,299,1,9,15,681414.029,3535172.89,PB,F,,,E,,39,3B1506,,0,,
1990,1,142,1,9,15,681414.029,3535172.89,DO,M,,,,,50,8625,,0,,
1989,3,132,1,9,15,681414.029,3535172.89,DM,F,,,,,45,7855,,0,,
1989,2,131,1,9,15,681414.029,3535172.89,DM,M,,,,,54,8516,,0,,
1989,9,138,1,9,15,681414.029,3535172.89,DO,M,,,,,50,8625,,0,,
1988,2,119,1,9,15,681414.029,3535172.89,DO,M,,,,,48,7085,,0,,
1987,10,116,1,9,15,681414.029,3535172.89,DM,F,,,,,44,7052,,0,,
1989,7,137,1,9,15,681414.029,3535172.89,DM,F,,,E,,44,7855,,0,,
1989,11,140,1,9,15,681414.029,3535172.89,DO,F,,,,,48,8969,,0,,
1992,10,177,1,9,15,681414.029,3535172.89,DM,F,,,,,40,1831,,1861,,
1991,12,166,1,9,15,681414.029,3535172.89,OT,M,,,,,22,1964,,0,,
1995,3,205,1,9,15,681414.029,3535172.89,DM,F,,S,,,46,15F31F,,0,,
1992,7,173,1,9,15,681414.029,3535172.89,DM,M,,,,,45,2132,,0,,
2008,3,358,1,9,15,681414.029,3535172.89,DO,F,,,,,55,161975,,,,
2008,9,365,1,9,15,681414.029,3535172.89,PP,M,,,,,16,59625F,*,,,
2009,6,374,1,9,15,681414.029,3535172.89,PP,M,,,,,21,38514D,,,,
2002,2,285,1,9,15,681414.029,3535172.89,DM,M,,,,,46,683A11,,0,,
2000,7,266,1,9,15,681414.029,3535172.89,PB,M,,,,,23,8322PB,*,0,,
1996,4,219,1,9,15,681414.029,3535172.89,DO,F,,,,,46,968B2D,*,0,,
1996,2,217,1,9,15,681414.029,3535172.89,DO,F,,,,,47,1E951A,*,0,,
1996,12,227,1,9,15,681414.029,3535172.89,DO,M,,,,,50,1F4E60,,0,,
1999,1,251,1,9,15,681414.029,3535172.89,DM,M,,,,,45,187,,0,,
1999,4,254,1,9,15,681414.029,3535172.89,OT,M,,,,,23,413,*,0,,
1999,11,259,1,9,15,681414.029,3535172.89,PP,M,,,,,18,0152PP,*,0,,
1998,5,243,1,9,15,681414.029,3535172.89,DO,F,J,,,,26,6000DO,*,0,,
1998,7,245,1,9,15,681414.029,3535172.89,DM,M,J,,,,23,94,*,0,,
1998,12,250,1,9,15,681414.029,3535172.89,DM,F,,,,,48,474,*,0,,
1997,10,236,1,9,15,681414.029,3535172.89,OT,F,,,,,23,2970,,0,,
1997,12,238,1,9,15,681414.029,3535172.89,DO,M,,,,,46,2857,,0,,
1980,5,34,1,9,15,681414.029,3535172.89,OL,M,,,,,38,1464,,0,,
1979,11,29,1,9,15,681414.029,3535172.89,DO,M,,,,,44,2069,,0,,
1981,2,43,1,9,15,681414.029,3535172.89,DO,M,,,,,52,1786,,0,,
1980,3,32,1,9,15,681414.029,3535172.89,DM,M,,,,,47,2035,,0,,
1987,4,109,1,9,15,681414.029,3535172.89,DO,M,,,,,48,6954,,0,,
1984,8,81,1,9,15,681414.029,3535172.89,PP,F,,,E,,16,8101,,0,,
1984,9,83,1,9,15,681414.029,3535172.89,DM,M,,,,,41,5528,,0,,
1987,3,108,1,9,15,681414.029,3535172.89,DO,M,,,,,55,6930,,0,,
1984,10,84,1,9,15,681414.029,3535172.89,DO,F,,,,,46,5563,,0,,
1985,12,96,1,9,15,681414.029,3535172.89,DM,M,,,,,37,6744,,6744,,
2011,10,399,1,9,16,681420.23,3535172.943,PP,M,J,,,,12,022A54,*,,,
2007,2,345,1,9,16,681420.23,3535172.943,PP,F,,,,,14,002T,*,,,
2007,5,348,1,9,16,681420.23,3535172.943,PB,M,,,,,19,521D02,*,,,
2003,11,306,1,9,16,681420.23,3535172.943,DM,M,,,,,46,362571,,0,,
2002,11,293,1,9,16,681420.23,3535172.943,PB,F,,,,,28,3B1506,*,0,,
1987,11,117,1,9,16,681420.23,3535172.943,DO,F,,,,,59,6464,,0,,
1990,1,142,1,9,16,681420.23,3535172.943,DO,F,,,,,49,8969,,0,,
1989,1,130,1,9,16,681420.23,3535172.943,RM,F,,,,,10,7365,,0,,
1989,7,136,1,9,16,681420.23,3535172.943,RM,F,,,,,9,8990,,0,,
1988,1,118,1,9,16,681420.23,3535172.943,RM,M,,,,,9,7920,,0,,
1988,2,119,1,9,16,681420.23,3535172.943,DO,M,,,,,54,6982,,0,,
1989,12,141,1,9,16,681420.23,3535172.943,DO,F,,,E,,51,8969,,0,,
1990,1,143,1,9,16,681420.23,3535172.943,DO,M,,,,,49,8625,,0,,
1989,4,133,1,9,16,681420.23,3535172.943,DO,F,,,E,,56,7389,,0,,
1990,3,145,1,9,16,681420.23,3535172.943,DM,F,,,B,,43,7855,,0,,
1992,2,168,1,9,16,681420.23,3535172.943,OT,M,,,,,24,1964,,0,,
2008,6,361,1,9,16,681420.23,3535172.943,DO,F,,,,,49,161975,,,,
2008,6,362,1,9,16,681420.23,3535172.943,DO,M,,,,,35,153516,,,,
2008,7,363,1,9,16,681420.23,3535172.943,DO,M,,,,,45,153516,,,,
2009,6,374,1,9,16,681420.23,3535172.943,PP,M,J,,,,8,0F3439,*,,,
2002,6,289,1,9,16,681420.23,3535172.943,PP,M,J,,,,10,70761C,*,0,,
2001,5,276,1,9,16,681420.23,3535172.943,PP,M,,,,,16,8300PP,,0,,
2001,10,281,1,9,16,681420.23,3535172.943,DM,M,,,,,41,668A11,*,0,,
2002,9,291,1,9,16,681420.23,3535172.943,PP,M,,,,,14,127F2D,*,0,,
2001,9,280,1,9,16,681420.23,3535172.943,DM,F,,,E,,47,729,,0,,
1997,5,231,1,9,16,681420.23,3535172.943,OL,F,,,,P,40,1EB000,,0,,
1996,11,226,1,9,16,681420.23,3535172.943,DM,F,,,,,40,703275,,0,,
1995,10,213,1,9,16,681420.23,3535172.943,DM,M,,,,,44,194F73,,0,,
1996,12,227,1,9,16,681420.23,3535172.943,DM,F,,,,,42,703275,,0,,
1999,3,253,1,9,16,681420.23,3535172.943,DM,M,,,,,46,187,,0,,
1998,7,245,1,9,16,681420.23,3535172.943,OT,M,,,,,25,97,*,0,,
1999,4,254,1,9,16,681420.23,3535172.943,DM,F,,,B,,45,474,,0,,
1999,12,260,1,9,16,681420.23,3535172.943,PP,M,,,,,13,5112PP,*,0,,
1982,11,63,1,9,16,681420.23,3535172.943,DO,M,,,,,47,3921,,0,,
1980,12,41,1,9,16,681420.23,3535172.943,DM,F,,S,,,43,1749,,0,,
1982,6,59,1,9,16,681420.23,3535172.943,DM,F,,,,,33,2980,,0,,
1981,2,43,1,9,16,681420.23,3535172.943,DM,F,,,,,41,1749,,0,,
1979,1,19,1,9,16,681420.23,3535172.943,DM,F,,,,,42,1618,,0,,
1980,1,30,1,9,16,681420.23,3535172.943,OT,M,,,,,23,2058,,0,,
1984,10,84,1,9,16,681420.23,3535172.943,OL,F,,,,,30,5538,,0,,
1984,8,82,1,9,16,681420.23,3535172.943,DM,M,,,,,45,5682,,0,,
1987,7,112,1,9,16,681420.23,3535172.943,OT,F,,,E,,29,7526,,7526,,
1985,2,87,1,9,16,681420.23,3535172.943,DM,M,,,,,40,5528,,0,,
1983,12,75,1,9,16,681420.23,3535172.943,OT,M,,,,,20,5474,,0,,
2012,3,403,1,9,17,681427.418,3535173.312,PP,M,,,,,20,01535F,,,,
2011,2,390,1,9,17,681427.418,3535173.312,DM,M,,,,,49,363D73,,,,
2006,7,338,1,9,17,681427.418,3535173.312,PP,F,,,,,11,474321,*,0,,
2004,8,315,1,9,17,681427.418,3535173.312,DM,M,,,,,42,7F2B73,,0,,
2007,9,352,1,9,17,681427.418,3535173.312,SF,F,,,,,114,0A351D,*,,,
2007,3,346,1,9,17,681427.418,3535173.312,SH,F,,,,,90,,,,,
2007,7,350,1,9,17,681427.418,3535173.312,PB,F,,,,,30,0A1E00,*,,,
2007,10,353,1,9,17,681427.418,3535173.312,PB,M,,,,,35,65636A,,,,
2007,5,348,1,9,17,681427.418,3535173.312,PP,F,,,E,,19,205953,,,,
2003,6,301,1,9,17,681427.418,3535173.312,PB,F,,,,,24,7F3E5D,*,0,,
2003,8,303,1,9,17,681427.418,3535173.312,PB,F,,,,,38,3B1506,,0,,
2003,5,299,1,9,17,681427.418,3535173.312,OL,M,,,,,33,24766A,,0,,
1989,10,139,1,9,17,681427.418,3535173.312,OT,M,,,,,20,8947,,0,,
1988,12,129,1,9,17,681427.418,3535173.312,RM,F,,,,,10,7365,,0,,
1988,2,119,1,9,17,681427.418,3535173.312,OT,F,,,,,24,7004,,0,,
1989,7,136,1,9,17,681427.418,3535173.312,OT,M,,,,,25,7476,,0,,
1992,2,168,1,9,17,681427.418,3535173.312,DM,M,,,,,50,42,,2049,,
1995,4,207,1,9,17,681427.418,3535173.312,DM,F,,S,E,,45,4E180E,,0,,
1993,3,181,1,9,17,681427.418,3535173.312,OL,F,,S,,,27,2346,,0,,
1990,8,150,1,9,17,681427.418,3535173.312,DO,M,,,,,47,1284,,0,,
1991,2,156,1,9,17,681427.418,3535173.312,RM,M,,,,,10,1588,,0,,
2008,1,356,1,9,17,681427.418,3535173.312,PB,M,,,,,32,65636A,,,,
2007,11,354,1,9,17,681427.418,3535173.312,PB,M,,,,,31,65636A,,,,
2008,3,358,1,9,17,681427.418,3535173.312,PB,M,,,,,35,65636A,,,,
2009,2,370,1,9,17,681427.418,3535173.312,DO,M,,,,,49,5C5836,*,,,
2008,4,359,1,9,17,681427.418,3535173.312,PB,M,,,,,35,65636A,,,,
2001,9,280,1,9,17,681427.418,3535173.312,DM,M,,,,,42,732,,0,,
2002,6,289,1,9,17,681427.418,3535173.312,DM,M,,,,,22,217672,*,0,,
2001,11,282,1,9,17,681427.418,3535173.312,OT,M,,,,,23,1D4749,*,0,,
2001,4,275,1,9,17,681427.418,3535173.312,PP,M,,,,,18,671B5C,*,0,,
2001,7,278,1,9,17,681427.418,3535173.312,NAO,,J,,,,95,5A5E28,*,0,,
2000,11,270,1,9,17,681427.418,3535173.312,OT,F,,,,P,28,21460F,*,0,,E
1996,8,223,1,9,17,681427.418,3535173.312,DM,F,,,E,,45,703275,,0,,
1997,2,228,1,9,17,681427.418,3535173.312,DM,F,,,B,,52,703275,,0,,
1996,9,224,1,9,17,681427.418,3535173.312,DM,F,,,,,43,703275,,0,,
1996,11,226,1,9,17,681427.418,3535173.312,DM,F,J,,,,24,14C27E,*,0,,
1996,10,225,1,9,17,681427.418,3535173.312,DM,F,,,E,,46,703275,,0,,
1997,10,236,1,9,17,681427.418,3535173.312,PM,M,,,,,18,2572,*,0,,
1998,8,246,1,9,17,681427.418,3535173.312,DM,M,J,,,,29,94,,0,,
2000,1,261,1,9,17,681427.418,3535173.312,PP,M,,,,,16,5132PP,*,0,,
2000,3,263,1,9,17,681427.418,3535173.312,PP,M,,,,,19,7050PP,*,0,,
1998,6,244,1,9,17,681427.418,3535173.312,DM,M,,,,,47,7103DM,,0,,
1983,3,66,1,9,17,681427.418,3535173.312,DO,F,,,,,47,3861,,0,,
1983,1,64,1,9,17,681427.418,3535173.312,DO,M,,,,,44,3921,,0,,
1981,2,43,1,9,17,681427.418,3535173.312,DO,M,,,,,51,2705,,0,,
1987,4,109,1,9,17,681427.418,3535173.312,DO,F,,,,,36,6944,,0,,
1987,5,111,1,9,17,681427.418,3535173.312,DO,M,,,,,45,7085,,0,,
1984,5,79,1,9,17,681427.418,3535173.312,PP,M,,,,,18,8102,,0,,
1984,8,81,1,9,17,681427.418,3535173.312,PP,F,J,,,,9,7101,,0,,
1986,12,106,1,9,17,681427.418,3535173.312,DO,F,,,,,58,6464,,0,,
1985,12,96,1,9,17,681427.418,3535173.312,OT,M,,,,,25,6274,,0,,
2011,4,392,1,9,27,681427.145,3535166.857,PP,M,,,,,17,403C2E,*,,,
2012,7,407,1,9,27,681427.145,3535166.857,PP,M,,,,,21,,,,,
2012,1,401,1,9,27,681427.145,3535166.857,PP,M,,,,,15,022A54,,,,
2012,6,406,1,9,27,681427.145,3535166.857,DM,F,,,,P,50,000683,*,000684,*,
2011,8,396,1,9,27,681427.145,3535166.857,PP,M,,,,,14,6C223C,*,,,
2012,10,410,1,9,27,681427.145,3535166.857,PP,M,,,,,18,00FC1C,*,,,
2005,1,320,1,9,27,681427.145,3535166.857,DM,M,,,,,53,7F2B73,,0,,
2005,10,328,1,9,27,681427.145,3535166.857,PB,M,,,,,27,166E3E,*,0,,
2005,7,325,1,9,27,681427.145,3535166.857,OT,F,J,,,,12,3D0D60,*,0,,
2006,11,342,1,9,27,681427.145,3535166.857,OT,F,J,,,,16,4F7217,*,0,,
2007,9,352,1,9,27,681427.145,3535166.857,PB,M,,,,,35,65636A,,,,
2006,12,343,1,9,27,681427.145,3535166.857,PP,F,,,,,14,21521B,*,0,,
2007,6,349,1,9,27,681427.145,3535166.857,PP,M,,,,,13,193779,*,,,
2003,7,302,1,9,27,681427.145,3535166.857,DM,M,,,,,44,362571,,0,,
1987,10,116,1,9,27,681427.145,3535166.857,DO,M,,,,,48,7085,,0,,
1989,9,138,1,9,27,681427.145,3535166.857,DM,F,,S,,,42,7855,,0,,
1988,2,119,1,9,27,681427.145,3535166.857,PE,F,,S,,,25,6837,,0,,
1990,4,146,1,9,27,681427.145,3535166.857,DM,F,,,B,,43,7855,,0,,
1987,7,113,1,9,27,681427.145,3535166.857,PE,F,,,,,22,7050,,0,,
1995,4,207,1,9,27,681427.145,3535166.857,DM,M,,,,,46,194F73,,0,,
1991,10,164,1,9,27,681427.145,3535166.857,DM,F,,S,,,44,1089,,1385,,
2007,11,354,1,9,27,681427.145,3535166.857,DO,F,,,,,50,161975,*,,,
2008,2,357,1,9,27,681427.145,3535166.857,DM,F,,,,,41,3A1770,,,,
2008,7,363,1,9,27,681427.145,3535166.857,DM,M,,,,,41,634544,,,,
2002,9,291,1,9,27,681427.145,3535166.857,DM,M,,,,,48,362571,,0,,
1996,3,218,1,9,27,681427.145,3535166.857,DM,F,,S,,,36,62,*,0,,
1997,4,230,1,9,27,681427.145,3535166.857,PM,M,,,,,23,2761,*,0,,
1997,3,229,1,9,27,681427.145,3535166.857,DM,F,,,,,39,703275,,0,,
1998,5,242,1,9,27,681427.145,3535166.857,DM,F,,,E,P,50,7000DM,*,0,,
2000,4,264,1,9,27,681427.145,3535166.857,DM,F,,,,,39,,,0,,
1998,12,250,1,9,27,681427.145,3535166.857,DM,M,,,,,45,187,,0,,
1980,2,31,1,9,27,681427.145,3535166.857,DO,F,,,E,,50,2207,,0,,
1982,7,60,1,9,27,681427.145,3535166.857,OT,F,,,,P,28,3640,,0,,
1981,5,45,1,9,27,681427.145,3535166.857,PF,M,,,,,6,5014,,0,,
1979,10,28,1,9,27,681427.145,3535166.857,DM,F,,,R,P,45,1749,,0,,
1987,4,109,1,9,27,681427.145,3535166.857,DO,M,,,,,39,7085,,0,,
1985,1,86,1,9,27,681427.145,3535166.857,DM,,,,,,,0,,0,,E
1984,5,79,1,9,27,681427.145,3535166.857,DM,F,,,,,43,3971,,0,,
1983,5,68,1,9,27,681427.145,3535166.857,OT,M,,,,,17,5247,,0,,
1985,12,96,1,9,27,681427.145,3535166.857,DM,M,,,,,40,6392,,0,,
1984,10,84,1,9,27,681427.145,3535166.857,DM,M,,,,,40,5528,,0,,
1983,7,70,1,9,27,681427.145,3535166.857,DM,F,,,,,34,5126,,0,,
1986,5,99,1,9,27,681427.145,3535166.857,DM,M,,,,,46,5793,,6656,,
1984,2,76,1,9,27,681427.145,3535166.857,DM,F,,,,,39,5119,,0,,
2010,7,386,1,9,26,681420.366,3535166.934,DM,F,,,,,27,000003,*,000002,*,
2011,8,396,1,9,26,681420.366,3535166.934,PP,F,,,E,P,20,677E5C,*,,,
2010,9,387,1,9,26,681420.366,3535166.934,PP,M,,,,,19,560030,*,,,
2004,12,319,1,9,26,681420.366,3535166.934,DO,F,,,,,45,35027C,,0,,
2006,6,337,1,9,26,681420.366,3535166.934,PP,F,,,E,,15,7F7414,*,0,,
2007,10,353,1,9,26,681420.366,3535166.934,PB,F,,,,,27,132415,,,,
2007,7,350,1,9,26,681420.366,3535166.934,PB,M,,,,,32,65636A,,,,
2003,10,305,1,9,26,681420.366,3535166.934,DM,M,,,,,44,362571,,0,,
2004,5,312,1,9,26,681420.366,3535166.934,PP,F,,,,P,21,46557B,*,0,,
2004,3,310,1,9,26,681420.366,3535166.934,DM,F,,S,R,,46,252050,,0,,
2003,3,298,1,9,26,681420.366,3535166.934,DM,M,,,,,51,2C0134,,0,,
2003,12,307,1,9,26,681420.366,3535166.934,DM,M,,,,,43,362571,,0,,
1988,12,129,1,9,26,681420.366,3535166.934,OL,F,,,,,32,7311,,0,,
1989,2,131,1,9,26,681420.366,3535166.934,RM,M,,,,,11,7388,,7388,,
1988,11,128,1,9,26,681420.366,3535166.934,DM,M,,,,,49,7698,,0,,
1989,7,137,1,9,26,681420.366,3535166.934,OL,F,,,E,,31,8912,,0,,
1992,2,168,1,9,26,681420.366,3535166.934,DM,F,,,,,33,1831,,1861,,
1990,8,150,1,9,26,681420.366,3535166.934,DM,F,,,E,,43,7855,,0,,
1991,11,165,1,9,26,681420.366,3535166.934,OT,M,,,,,24,1964,,0,,
1990,7,149,1,9,26,681420.366,3535166.934,DM,M,,,,,32,1302,,0,,
2008,6,362,1,9,26,681420.366,3535166.934,PB,M,,,,,34,65636A,,,,
2009,6,374,1,9,26,681420.366,3535166.934,PB,M,,,,,20,1D6F44,*,,,
2007,11,354,1,9,26,681420.366,3535166.934,PB,F,,,,,27,132415,,,,
2008,6,361,1,9,26,681420.366,3535166.934,DO,M,,,,,38,153516,*,,,
2002,5,288,1,9,26,681420.366,3535166.934,OT,F,,,,,26,337679,,0,,
2001,8,279,1,9,26,681420.366,3535166.934,DM,M,,,,,45,732,*,0,,
2001,10,281,1,9,26,681420.366,3535166.934,DM,F,,,E,,48,596,,0,,
2001,4,275,1,9,26,681420.366,3535166.934,DM,M,,,,,52,641,,0,,
2000,7,266,1,9,26,681420.366,3535166.934,DM,F,,,B,P,45,596,*,0,,
2002,7,290,1,9,26,681420.366,3535166.934,PP,F,,,,,13,70761C,,0,,
1997,3,229,1,9,26,681420.366,3535166.934,DM,F,,,,,26,2641,*,0,,
1996,1,216,1,9,26,681420.366,3535166.934,PF,F,,,E,,8,0DE189,,0,,
1995,12,215,1,9,26,681420.366,3535166.934,DM,F,,,,,51,1957DE,,0,,
1995,6,209,1,9,26,681420.366,3535166.934,DM,F,J,,,,21,158BCA,*,0,,
1996,7,222,1,9,26,681420.366,3535166.934,DM,F,,S,B,,41,703275,,0,,
1996,6,221,1,9,26,681420.366,3535166.934,DM,F,,,E,,40,703275,*,0,,
1996,4,219,1,9,26,681420.366,3535166.934,DM,F,,,,,37,62,,0,,
1999,2,252,1,9,26,681420.366,3535166.934,DO,F,,,B,,54,441,,0,,
1978,6,12,1,9,26,681420.366,3535166.934,DM,M,,,,,40,4437,,1429,,
1982,11,63,1,9,26,681420.366,3535166.934,PF,F,,,,,7,8760,,0,,
1981,1,42,1,9,26,681420.366,3535166.934,DO,M,,,,,,1786,,0,,E
1978,4,10,1,9,26,681420.366,3535166.934,PF,F,,,,,,8100,,0,,
1984,2,76,1,9,26,681420.366,3535166.934,OL,M,,,,,34,3100,,0,,
1985,11,95,1,9,26,681420.366,3535166.934,DM,M,,,,,47,5707,,0,,
1983,8,71,1,9,26,681420.366,3535166.934,OT,F,,S,,,26,5118,,0,,
2012,7,407,1,9,25,681414.211,3535166.796,PP,M,,,,,18,,,,,
2012,3,403,1,9,25,681414.211,3535166.796,PP,M,,,,,20,022A54,,,,
2005,4,322,1,9,25,681414.211,3535166.796,PB,M,,,,,41,1B0971,,0,,
2007,9,352,1,9,25,681414.211,3535166.796,PB,M,,,,,32,0C216F,,,,
2006,11,342,1,9,25,681414.211,3535166.796,PP,M,,,,,16,4D741B,*,0,,
2007,3,346,1,9,25,681414.211,3535166.796,SH,M,,,,,116,,,,,
2007,6,349,1,9,25,681414.211,3535166.796,PB,F,,,,,24,02174F,*,,,
2007,5,348,1,9,25,681414.211,3535166.796,PB,M,,,,,20,2E700E,*,,,
2003,6,301,1,9,25,681414.211,3535166.796,SF,F,,,,,70,4F3D74,,0,,
2003,3,297,1,9,25,681414.211,3535166.796,DM,M,,,,,52,362571,,0,,
2004,6,313,1,9,25,681414.211,3535166.796,DM,F,,,B,,49,0E1512,,0,,
2002,12,294,1,9,25,681414.211,3535166.796,PB,M,,,,,24,724A49,*,0,,
2003,2,296,1,9,25,681414.211,3535166.796,PF,M,,,,,7,36280E,*,0,,
2003,8,303,1,9,25,681414.211,3535166.796,OT,M,,,,,20,2B471C,*,0,,
2004,6,313,1,9,25,681414.211,3535166.796,PP,F,,,E,P,21,236C5C,*,0,,
2003,7,302,1,9,25,681414.211,3535166.796,PB,M,,,,,27,70116B,,0,,
1990,6,148,1,9,25,681414.211,3535166.796,DM,F,,,E,P,50,7855,,0,,
1989,1,130,1,9,25,681414.211,3535166.796,DO,F,,,E,,59,7389,,0,,
1988,5,122,1,9,25,681414.211,3535166.796,DO,M,,,,,52,7085,,0,,
1989,12,141,1,9,25,681414.211,3535166.796,DO,M,,,,,51,8625,,0,,
